EPotencial:	ECinetica:	ETotal:
-21.038480,	10.537108,	-10.501372
-21.038701,	10.537218,	-10.501483
-21.038922,	10.537329,	-10.501593
-21.039143,	10.537439,	-10.501704
-21.039364,	10.537549,	-10.501814
-21.039585,	10.537660,	-10.501925
-21.039805,	10.537770,	-10.502035
-21.040026,	10.537880,	-10.502146
-21.040247,	10.537990,	-10.502257
-21.040468,	10.538101,	-10.502367
-21.040689,	10.538211,	-10.502478
-21.040909,	10.538321,	-10.502588
-21.041130,	10.538432,	-10.502699
-21.041351,	10.538542,	-10.502809
-21.041572,	10.538652,	-10.502920
-21.041793,	10.538762,	-10.503030
-21.042013,	10.538873,	-10.503141
-21.042234,	10.538983,	-10.503251
-21.042455,	10.539093,	-10.503362
-21.042676,	10.539204,	-10.503472
-21.042897,	10.539314,	-10.503583
-21.043117,	10.539424,	-10.503693
-21.043338,	10.539534,	-10.503804
-21.043559,	10.539645,	-10.503914
-21.043780,	10.539755,	-10.504025
-21.044001,	10.539865,	-10.504135
-21.044221,	10.539976,	-10.504246
-21.044442,	10.540086,	-10.504356
-21.044663,	10.540196,	-10.504467
-21.044884,	10.540306,	-10.504578
-21.045105,	10.540417,	-10.504688
-21.045326,	10.540527,	-10.504799
-21.045546,	10.540637,	-10.504909
-21.045767,	10.540748,	-10.505020
-21.045988,	10.540858,	-10.505130
-21.046209,	10.540968,	-10.505241
-21.046430,	10.541078,	-10.505351
-21.046650,	10.541189,	-10.505462
-21.046871,	10.541299,	-10.505572
-21.047092,	10.541409,	-10.505683
-21.047313,	10.541520,	-10.505793
-21.047534,	10.541630,	-10.505904
-21.047754,	10.541740,	-10.506014
-21.047975,	10.541850,	-10.506125
-21.048196,	10.541961,	-10.506235
-21.048417,	10.542071,	-10.506346
-21.048638,	10.542181,	-10.506456
-21.048858,	10.542291,	-10.506567
-21.049079,	10.542402,	-10.506677
-21.049300,	10.542512,	-10.506788
-21.049521,	10.542622,	-10.506899
-21.049742,	10.542733,	-10.507009
-21.049962,	10.542843,	-10.507120
-21.050183,	10.542953,	-10.507230
-21.050404,	10.543063,	-10.507341
-21.050625,	10.543174,	-10.507451
-21.050846,	10.543284,	-10.507562
-21.051066,	10.543394,	-10.507672
-21.051287,	10.543505,	-10.507783
-21.051508,	10.543615,	-10.507893
-21.051729,	10.543725,	-10.508004
-21.051950,	10.543835,	-10.508114
-21.052171,	10.543946,	-10.508225
-21.052391,	10.544056,	-10.508335
-21.052612,	10.544166,	-10.508446
-21.052833,	10.544277,	-10.508556
-21.053054,	10.544387,	-10.508667
-21.053275,	10.544497,	-10.508777
-21.053495,	10.544607,	-10.508888
-21.053716,	10.544718,	-10.508998
-21.053937,	10.544828,	-10.509109
-21.054158,	10.544938,	-10.509220
-21.054379,	10.545049,	-10.509330
-21.054599,	10.545159,	-10.509441
-21.054820,	10.545269,	-10.509551
-21.055041,	10.545379,	-10.509662
-21.055262,	10.545490,	-10.509772
-21.055483,	10.545600,	-10.509883
-21.055703,	10.545710,	-10.509993
-21.055924,	10.545820,	-10.510104
-21.056145,	10.545931,	-10.510214
-21.056366,	10.546041,	-10.510325
-21.056587,	10.546151,	-10.510435
-21.056807,	10.546262,	-10.510546
-21.057028,	10.546372,	-10.510656
-21.057249,	10.546482,	-10.510767
-21.057470,	10.546592,	-10.510877
-21.057691,	10.546703,	-10.510988
-21.057911,	10.546813,	-10.511098
-21.058132,	10.546923,	-10.511209
-21.058353,	10.547034,	-10.511319
-21.058574,	10.547144,	-10.511430
-21.058795,	10.547254,	-10.511541
-21.059015,	10.547364,	-10.511651
-21.059236,	10.547475,	-10.511762
-21.059457,	10.547585,	-10.511872
-21.059678,	10.547695,	-10.511983
-21.059899,	10.547805,	-10.512093
-21.060119,	10.547916,	-10.512204
-21.060340,	10.548026,	-10.512314
-21.060561,	10.548136,	-10.512425
-21.060782,	10.548247,	-10.512535
-21.061003,	10.548357,	-10.512646
-21.061223,	10.548467,	-10.512756
-21.061444,	10.548577,	-10.512867
-21.061665,	10.548688,	-10.512977
-21.061886,	10.548798,	-10.513088
-21.062107,	10.548908,	-10.513198
-21.062327,	10.549018,	-10.513309
-21.062548,	10.549129,	-10.513419
-21.062769,	10.549239,	-10.513530
-21.062990,	10.549349,	-10.513640
-21.063211,	10.549460,	-10.513751
-21.063431,	10.549570,	-10.513861
-21.063652,	10.549680,	-10.513972
-21.063873,	10.549790,	-10.514083
-21.064094,	10.549901,	-10.514193
-21.064315,	10.550011,	-10.514304
-21.064535,	10.550121,	-10.514414
-21.064756,	10.550232,	-10.514525
-21.064977,	10.550342,	-10.514635
-21.065198,	10.550452,	-10.514746
-21.065419,	10.550562,	-10.514856
-21.065639,	10.550673,	-10.514967
-21.065860,	10.550783,	-10.515077
-21.066081,	10.550893,	-10.515188
-21.066302,	10.551003,	-10.515298
-21.066523,	10.551114,	-10.515409
-21.066743,	10.551224,	-10.515519
-21.066964,	10.551334,	-10.515630
-21.067185,	10.551445,	-10.515740
-21.067406,	10.551555,	-10.515851
-21.067627,	10.551665,	-10.515961
-21.067847,	10.551775,	-10.516072
-21.068068,	10.551886,	-10.516182
-21.068289,	10.551996,	-10.516293
-21.068510,	10.552106,	-10.516404
-21.068730,	10.552216,	-10.516514
-21.068951,	10.552327,	-10.516625
-21.069172,	10.552437,	-10.516735
-21.069393,	10.552547,	-10.516846
-21.069614,	10.552658,	-10.516956
-21.069834,	10.552768,	-10.517067
-21.070055,	10.552878,	-10.517177
-21.070276,	10.552988,	-10.517288
-21.070497,	10.553099,	-10.517398
-21.070718,	10.553209,	-10.517509
-21.070938,	10.553319,	-10.517619
-21.071159,	10.553429,	-10.517730
-21.071380,	10.553540,	-10.517840
-21.071601,	10.553650,	-10.517951
-21.071822,	10.553760,	-10.518061
-21.072042,	10.553870,	-10.518172
-21.072263,	10.553981,	-10.518282
-21.072484,	10.554091,	-10.518393
-21.072705,	10.554201,	-10.518503
-21.072926,	10.554312,	-10.518614
-21.073146,	10.554422,	-10.518725
-21.073367,	10.554532,	-10.518835
-21.073588,	10.554642,	-10.518946
-21.073809,	10.554753,	-10.519056
-21.074030,	10.554863,	-10.519167
-21.074250,	10.554973,	-10.519277
-21.074471,	10.555083,	-10.519388
-21.074692,	10.555194,	-10.519498
-21.074913,	10.555304,	-10.519609
-21.075133,	10.555414,	-10.519719
-21.075354,	10.555525,	-10.519830
-21.075575,	10.555635,	-10.519940
-21.075796,	10.555745,	-10.520051
-21.076017,	10.555855,	-10.520161
-21.076237,	10.555966,	-10.520272
-21.076458,	10.556076,	-10.520382
-21.076679,	10.556186,	-10.520493
-21.076900,	10.556296,	-10.520603
-21.077121,	10.556407,	-10.520714
-21.077341,	10.556517,	-10.520824
-21.077562,	10.556627,	-10.520935
-21.077783,	10.556737,	-10.521046
-21.078004,	10.556848,	-10.521156
-21.078225,	10.556958,	-10.521267
-21.078445,	10.557068,	-10.521377
-21.078666,	10.557179,	-10.521488
-21.078887,	10.557289,	-10.521598
-21.079108,	10.557399,	-10.521709
-21.079329,	10.557509,	-10.521819
-21.079549,	10.557620,	-10.521930
-21.079770,	10.557730,	-10.522040
-21.079991,	10.557840,	-10.522151
-21.080212,	10.557950,	-10.522261
-21.080432,	10.558061,	-10.522372
-21.080653,	10.558171,	-10.522482
-21.080874,	10.558281,	-10.522593
-21.081095,	10.558391,	-10.522703
-21.081316,	10.558502,	-10.522814
-21.081536,	10.558612,	-10.522924
-21.081757,	10.558722,	-10.523035
-21.081978,	10.558833,	-10.523145
-21.082199,	10.558943,	-10.523256
-21.082420,	10.559053,	-10.523366
-21.082640,	10.559163,	-10.523477
-21.082861,	10.559274,	-10.523588
-21.083082,	10.559384,	-10.523698
-21.083303,	10.559494,	-10.523809
-21.083523,	10.559604,	-10.523919
-21.083744,	10.559715,	-10.524030
-21.083965,	10.559825,	-10.524140
-21.084186,	10.559935,	-10.524251
-21.084407,	10.560045,	-10.524361
-21.084627,	10.560156,	-10.524472
-21.084848,	10.560266,	-10.524582
-21.085069,	10.560376,	-10.524693
-21.085290,	10.560486,	-10.524803
-21.085511,	10.560597,	-10.524914
-21.085731,	10.560707,	-10.525024
-21.085952,	10.560817,	-10.525135
-21.086173,	10.560928,	-10.525245
-21.086394,	10.561038,	-10.525356
-21.086615,	10.561148,	-10.525466
-21.086835,	10.561258,	-10.525577
-21.087056,	10.561369,	-10.525687
-21.087277,	10.561479,	-10.525798
-21.087498,	10.561589,	-10.525909
-21.087718,	10.561699,	-10.526019
-21.087939,	10.561810,	-10.526130
-21.088160,	10.561920,	-10.526240
-21.088381,	10.562030,	-10.526351
-21.088602,	10.562140,	-10.526461
-21.088822,	10.562251,	-10.526572
-21.089043,	10.562361,	-10.526682
-21.089264,	10.562471,	-10.526793
-21.089485,	10.562581,	-10.526903
-21.089706,	10.562692,	-10.527014
-21.089926,	10.562802,	-10.527124
-21.090147,	10.562912,	-10.527235
-21.090368,	10.563023,	-10.527345
-21.090589,	10.563133,	-10.527456
-21.090809,	10.563243,	-10.527566
-21.091030,	10.563353,	-10.527677
-21.091251,	10.563464,	-10.527787
-21.091472,	10.563574,	-10.527898
-21.091693,	10.563684,	-10.528008
-21.091913,	10.563794,	-10.528119
-21.092134,	10.563905,	-10.528230
-21.092355,	10.564015,	-10.528340
-21.092576,	10.564125,	-10.528451
-21.092796,	10.564235,	-10.528561
-21.093017,	10.564346,	-10.528672
-21.093238,	10.564456,	-10.528782
-21.093459,	10.564566,	-10.528893
-21.093680,	10.564676,	-10.529003
-21.093900,	10.564787,	-10.529114
-21.094121,	10.564897,	-10.529224
-21.094342,	10.565007,	-10.529335
-21.094563,	10.565117,	-10.529445
-21.094784,	10.565228,	-10.529556
-21.095004,	10.565338,	-10.529666
-21.095225,	10.565448,	-10.529777
-21.095446,	10.565558,	-10.529887
-21.095667,	10.565669,	-10.529998
-21.095887,	10.565779,	-10.530108
-21.096108,	10.565889,	-10.530219
-21.096329,	10.566000,	-10.530329
-21.096550,	10.566110,	-10.530440
-21.096771,	10.566220,	-10.530551
-21.096991,	10.566330,	-10.530661
-21.097212,	10.566441,	-10.530772
-21.097433,	10.566551,	-10.530882
-21.097654,	10.566661,	-10.530993
-21.097874,	10.566771,	-10.531103
-21.098095,	10.566882,	-10.531214
-21.098316,	10.566992,	-10.531324
-21.098537,	10.567102,	-10.531435
-21.098758,	10.567212,	-10.531545
-21.098978,	10.567323,	-10.531656
-21.099199,	10.567433,	-10.531766
-21.099420,	10.567543,	-10.531877
-21.099641,	10.567653,	-10.531987
-21.099861,	10.567764,	-10.532098
-21.100082,	10.567874,	-10.532208
-21.100303,	10.567984,	-10.532319
-21.100524,	10.568094,	-10.532429
-21.100745,	10.568205,	-10.532540
-21.100965,	10.568315,	-10.532650
-21.101186,	10.568425,	-10.532761
-21.101407,	10.568535,	-10.532872
-21.101628,	10.568646,	-10.532982
-21.101848,	10.568756,	-10.533093
-21.102069,	10.568866,	-10.533203
-21.102290,	10.568976,	-10.533314
-21.102511,	10.569087,	-10.533424
-21.102732,	10.569197,	-10.533535
-21.102952,	10.569307,	-10.533645
-21.103173,	10.569417,	-10.533756
-21.103394,	10.569528,	-10.533866
-21.103615,	10.569638,	-10.533977
-21.103835,	10.569748,	-10.534087
-21.104056,	10.569858,	-10.534198
-21.104277,	10.569969,	-10.534308
-21.104498,	10.570079,	-10.534419
-21.104719,	10.570189,	-10.534529
-21.104939,	10.570300,	-10.534640
-21.105160,	10.570410,	-10.534750
-21.105381,	10.570520,	-10.534861
-21.105602,	10.570630,	-10.534971
-21.105822,	10.570741,	-10.535082
-21.106043,	10.570851,	-10.535192
-21.106264,	10.570961,	-10.535303
-21.106485,	10.571071,	-10.535414
-21.106706,	10.571182,	-10.535524
-21.106926,	10.571292,	-10.535635
-21.107147,	10.571402,	-10.535745
-21.107368,	10.571512,	-10.535856
-21.107589,	10.571623,	-10.535966
-21.107809,	10.571733,	-10.536077
-21.108030,	10.571843,	-10.536187
-21.108251,	10.571953,	-10.536298
-21.108472,	10.572064,	-10.536408
-21.108693,	10.572174,	-10.536519
-21.108913,	10.572284,	-10.536629
-21.109134,	10.572394,	-10.536740
-21.109355,	10.572505,	-10.536850
-21.109576,	10.572615,	-10.536961
-21.109796,	10.572725,	-10.537071
-21.110017,	10.572835,	-10.537182
-21.110238,	10.572946,	-10.537292
-21.110459,	10.573056,	-10.537403
-21.110680,	10.573166,	-10.537513
-21.110900,	10.573276,	-10.537624
-21.111121,	10.573387,	-10.537735
-21.111342,	10.573497,	-10.537845
-21.111563,	10.573607,	-10.537956
-21.111783,	10.573717,	-10.538066
-21.112004,	10.573828,	-10.538177
-21.112225,	10.573938,	-10.538287
-21.112446,	10.574048,	-10.538398
-21.112667,	10.574158,	-10.538508
-21.112887,	10.574269,	-10.538619
-21.113108,	10.574379,	-10.538729
-21.113329,	10.574489,	-10.538840
-21.113550,	10.574599,	-10.538950
-21.113770,	10.574710,	-10.539061
-21.113991,	10.574820,	-10.539171
-21.114212,	10.574930,	-10.539282
-21.114433,	10.575040,	-10.539392
-21.114653,	10.575151,	-10.539503
-21.114874,	10.575261,	-10.539613
-21.115095,	10.575371,	-10.539724
-21.115316,	10.575481,	-10.539834
-21.115537,	10.575592,	-10.539945
-21.115757,	10.575702,	-10.540056
-21.115978,	10.575812,	-10.540166
-21.116199,	10.575922,	-10.540277
-21.116420,	10.576033,	-10.540387
-21.116640,	10.576143,	-10.540498
-21.116861,	10.576253,	-10.540608
-21.117082,	10.576363,	-10.540719
-21.117303,	10.576474,	-10.540829
-21.117524,	10.576584,	-10.540940
-21.117744,	10.576694,	-10.541050
-21.117965,	10.576804,	-10.541161
-21.118186,	10.576915,	-10.541271
-21.118407,	10.577025,	-10.541382
-21.118627,	10.577135,	-10.541492
-21.118848,	10.577245,	-10.541603
-21.119069,	10.577356,	-10.541713
-21.119290,	10.577466,	-10.541824
-21.119510,	10.577576,	-10.541934
-21.119731,	10.577686,	-10.542045
-21.119952,	10.577797,	-10.542155
-21.120173,	10.577907,	-10.542266
-21.120394,	10.578017,	-10.542377
-21.120614,	10.578127,	-10.542487
-21.120835,	10.578238,	-10.542598
-21.121056,	10.578348,	-10.542708
-21.121277,	10.578458,	-10.542819
-21.121497,	10.578568,	-10.542929
-21.121718,	10.578679,	-10.543040
-21.121939,	10.578789,	-10.543150
-21.122160,	10.578899,	-10.543261
-21.122380,	10.579009,	-10.543371
-21.122601,	10.579120,	-10.543482
-21.122822,	10.579230,	-10.543592
-21.123043,	10.579340,	-10.543703
-21.123264,	10.579450,	-10.543813
-21.123484,	10.579560,	-10.543924
-21.123705,	10.579671,	-10.544034
-21.123926,	10.579781,	-10.544145
-21.124147,	10.579891,	-10.544255
-21.124367,	10.580001,	-10.544366
-21.124588,	10.580112,	-10.544476
-21.124809,	10.580222,	-10.544587
-21.125030,	10.580332,	-10.544697
-21.125250,	10.580442,	-10.544808
-21.125471,	10.580553,	-10.544919
-21.125692,	10.580663,	-10.545029
-21.125913,	10.580773,	-10.545140
-21.126134,	10.580883,	-10.545250
-21.126354,	10.580994,	-10.545361
-21.126575,	10.581104,	-10.545471
-21.126796,	10.581214,	-10.545582
-21.127017,	10.581324,	-10.545692
-21.127237,	10.581435,	-10.545803
-21.127458,	10.581545,	-10.545913
-21.127679,	10.581655,	-10.546024
-21.127900,	10.581765,	-10.546134
-21.128120,	10.581876,	-10.546245
-21.128341,	10.581986,	-10.546355
-21.128562,	10.582096,	-10.546466
-21.128783,	10.582206,	-10.546576
-21.129004,	10.582317,	-10.546687
-21.129224,	10.582427,	-10.546797
-21.129445,	10.582537,	-10.546908
-21.129666,	10.582647,	-10.547018
-21.129887,	10.582758,	-10.547129
-21.130107,	10.582868,	-10.547240
-21.130328,	10.582978,	-10.547350
-21.130549,	10.583088,	-10.547461
-21.130770,	10.583199,	-10.547571
-21.130990,	10.583309,	-10.547682
-21.131211,	10.583419,	-10.547792
-21.131432,	10.583529,	-10.547903
-21.131653,	10.583640,	-10.548013
-21.131873,	10.583750,	-10.548124
-21.132094,	10.583860,	-10.548234
-21.132315,	10.583970,	-10.548345
-21.132536,	10.584080,	-10.548455
-21.132757,	10.584191,	-10.548566
-21.132977,	10.584301,	-10.548676
-21.133198,	10.584411,	-10.548787
-21.133419,	10.584521,	-10.548897
-21.133640,	10.584632,	-10.549008
-21.133860,	10.584742,	-10.549118
-21.134081,	10.584852,	-10.549229
-21.134302,	10.584962,	-10.549339
-21.134523,	10.585073,	-10.549450
-21.134743,	10.585183,	-10.549561
-21.134964,	10.585293,	-10.549671
-21.135185,	10.585403,	-10.549782
-21.135406,	10.585514,	-10.549892
-21.135626,	10.585624,	-10.550003
-21.135847,	10.585734,	-10.550113
-21.136068,	10.585844,	-10.550224
-21.136289,	10.585955,	-10.550334
-21.136510,	10.586065,	-10.550445
-21.136730,	10.586175,	-10.550555
-21.136951,	10.586285,	-10.550666
-21.137172,	10.586396,	-10.550776
-21.137393,	10.586506,	-10.550887
-21.137613,	10.586616,	-10.550997
-21.137834,	10.586726,	-10.551108
-21.138055,	10.586837,	-10.551218
-21.138276,	10.586947,	-10.551329
-21.138496,	10.587057,	-10.551439
-21.138717,	10.587167,	-10.551550
-21.138938,	10.587277,	-10.551660
-21.139159,	10.587388,	-10.551771
-21.139379,	10.587498,	-10.551882
-21.139600,	10.587608,	-10.551992
-21.139821,	10.587718,	-10.552103
-21.140042,	10.587829,	-10.552213
-21.140263,	10.587939,	-10.552324
-21.140483,	10.588049,	-10.552434
-21.140704,	10.588159,	-10.552545
-21.140925,	10.588270,	-10.552655
-21.141146,	10.588380,	-10.552766
-21.141366,	10.588490,	-10.552876
-21.141587,	10.588600,	-10.552987
-21.141808,	10.588711,	-10.553097
-21.142029,	10.588821,	-10.553208
-21.142249,	10.588931,	-10.553318
-21.142470,	10.589041,	-10.553429
-21.142691,	10.589152,	-10.553539
-21.142912,	10.589262,	-10.553650
-21.143132,	10.589372,	-10.553760
-21.143353,	10.589482,	-10.553871
-21.143574,	10.589593,	-10.553981
-21.143795,	10.589703,	-10.554092
-21.144015,	10.589813,	-10.554202
-21.144236,	10.589923,	-10.554313
-21.144457,	10.590033,	-10.554424
-21.144678,	10.590144,	-10.554534
-21.144899,	10.590254,	-10.554645
-21.145119,	10.590364,	-10.554755
-21.145340,	10.590474,	-10.554866
-21.145561,	10.590585,	-10.554976
-21.145782,	10.590695,	-10.555087
-21.146002,	10.590805,	-10.555197
-21.146223,	10.590915,	-10.555308
-21.146444,	10.591026,	-10.555418
-21.146665,	10.591136,	-10.555529
-21.146885,	10.591246,	-10.555639
-21.147106,	10.591356,	-10.555750
-21.147327,	10.591467,	-10.555860
-21.147548,	10.591577,	-10.555971
-21.147768,	10.591687,	-10.556081
-21.147989,	10.591797,	-10.556192
-21.148210,	10.591908,	-10.556302
-21.148431,	10.592018,	-10.556413
-21.148651,	10.592128,	-10.556523
-21.148872,	10.592238,	-10.556634
-21.149093,	10.592348,	-10.556745
-21.149314,	10.592459,	-10.556855
-21.149535,	10.592569,	-10.556966
-21.149755,	10.592679,	-10.557076
-21.149976,	10.592789,	-10.557187
-21.150197,	10.592900,	-10.557297
-21.150418,	10.593010,	-10.557408
-21.150638,	10.593120,	-10.557518
-21.150859,	10.593230,	-10.557629
-21.151080,	10.593341,	-10.557739
-21.151301,	10.593451,	-10.557850
-21.151521,	10.593561,	-10.557960
-21.151742,	10.593671,	-10.558071
-21.151963,	10.593782,	-10.558181
-21.152184,	10.593892,	-10.558292
-21.152404,	10.594002,	-10.558402
-21.152625,	10.594112,	-10.558513
-21.152846,	10.594222,	-10.558623
-21.153067,	10.594333,	-10.558734
-21.153287,	10.594443,	-10.558844
-21.153508,	10.594553,	-10.558955
-21.153729,	10.594663,	-10.559066
-21.153950,	10.594774,	-10.559176
-21.154170,	10.594884,	-10.559287
-21.154391,	10.594994,	-10.559397
-21.154612,	10.595104,	-10.559508
-21.154833,	10.595215,	-10.559618
-21.155053,	10.595325,	-10.559729
-21.155274,	10.595435,	-10.559839
-21.155495,	10.595545,	-10.559950
-21.155716,	10.595656,	-10.560060
-21.155937,	10.595766,	-10.560171
-21.156157,	10.595876,	-10.560281
-21.156378,	10.595986,	-10.560392
-21.156599,	10.596096,	-10.560502
-21.156820,	10.596207,	-10.560613
-21.157040,	10.596317,	-10.560723
-21.157261,	10.596427,	-10.560834
-21.157482,	10.596537,	-10.560944
-21.157703,	10.596648,	-10.561055
-21.157923,	10.596758,	-10.561165
-21.158144,	10.596868,	-10.561276
-21.158365,	10.596978,	-10.561387
-21.158586,	10.597089,	-10.561497
-21.158806,	10.597199,	-10.561608
-21.159027,	10.597309,	-10.561718
-21.159248,	10.597419,	-10.561829
-21.159469,	10.597529,	-10.561939
-21.159689,	10.597640,	-10.562050
-21.159910,	10.597750,	-10.562160
-21.160131,	10.597860,	-10.562271
-21.160352,	10.597970,	-10.562381
-21.160572,	10.598081,	-10.562492
-21.160793,	10.598191,	-10.562602
-21.161014,	10.598301,	-10.562713
-21.161235,	10.598411,	-10.562823
-21.161455,	10.598522,	-10.562934
-21.161676,	10.598632,	-10.563044
-21.161897,	10.598742,	-10.563155
-21.162118,	10.598852,	-10.563265
-21.162338,	10.598963,	-10.563376
-21.162559,	10.599073,	-10.563486
-21.162780,	10.599183,	-10.563597
-21.163001,	10.599293,	-10.563708
-21.163221,	10.599403,	-10.563818
-21.163442,	10.599514,	-10.563929
-21.163663,	10.599624,	-10.564039
-21.163884,	10.599734,	-10.564150
-21.164105,	10.599844,	-10.564260
-21.164325,	10.599955,	-10.564371
-21.164546,	10.600065,	-10.564481
-21.164767,	10.600175,	-10.564592
-21.164988,	10.600285,	-10.564702
-21.165208,	10.600396,	-10.564813
-21.165429,	10.600506,	-10.564923
-21.165650,	10.600616,	-10.565034
-21.165871,	10.600726,	-10.565144
-21.166091,	10.600836,	-10.565255
-21.166312,	10.600947,	-10.565365
-21.166533,	10.601057,	-10.565476
-21.166754,	10.601167,	-10.565586
-21.166974,	10.601277,	-10.565697
-21.167195,	10.601388,	-10.565807
-21.167416,	10.601498,	-10.565918
-21.167637,	10.601608,	-10.566028
-21.167857,	10.601718,	-10.566139
-21.168078,	10.601829,	-10.566250
-21.168299,	10.601939,	-10.566360
