EPotencial:	ECinetica:	ETotal:
-20.876161,	10.456023,	-10.420138
-20.876382,	10.456134,	-10.420248
-20.876603,	10.456244,	-10.420359
-20.876824,	10.456354,	-10.420469
-20.877044,	10.456465,	-10.420580
-20.877265,	10.456575,	-10.420690
-20.877486,	10.456685,	-10.420801
-20.877707,	10.456796,	-10.420911
-20.877928,	10.456906,	-10.421022
-20.878149,	10.457016,	-10.421132
-20.878370,	10.457127,	-10.421243
-20.878591,	10.457237,	-10.421353
-20.878811,	10.457347,	-10.421464
-20.879032,	10.457458,	-10.421575
-20.879253,	10.457568,	-10.421685
-20.879474,	10.457678,	-10.421796
-20.879695,	10.457789,	-10.421906
-20.879916,	10.457899,	-10.422017
-20.880137,	10.458009,	-10.422127
-20.880357,	10.458120,	-10.422238
-20.880578,	10.458230,	-10.422348
-20.880799,	10.458340,	-10.422459
-20.881020,	10.458451,	-10.422569
-20.881241,	10.458561,	-10.422680
-20.881462,	10.458671,	-10.422790
-20.881683,	10.458782,	-10.422901
-20.881903,	10.458892,	-10.423011
-20.882124,	10.459002,	-10.423122
-20.882345,	10.459113,	-10.423232
-20.882566,	10.459223,	-10.423343
-20.882787,	10.459333,	-10.423453
-20.883008,	10.459444,	-10.423564
-20.883229,	10.459554,	-10.423674
-20.883449,	10.459664,	-10.423785
-20.883670,	10.459775,	-10.423896
-20.883891,	10.459885,	-10.424006
-20.884112,	10.459995,	-10.424117
-20.884333,	10.460106,	-10.424227
-20.884554,	10.460216,	-10.424338
-20.884775,	10.460326,	-10.424448
-20.884995,	10.460437,	-10.424559
-20.885216,	10.460547,	-10.424669
-20.885437,	10.460658,	-10.424780
-20.885658,	10.460768,	-10.424890
-20.885879,	10.460878,	-10.425001
-20.886100,	10.460989,	-10.425111
-20.886321,	10.461099,	-10.425222
-20.886542,	10.461209,	-10.425332
-20.886762,	10.461320,	-10.425443
-20.886983,	10.461430,	-10.425553
-20.887204,	10.461540,	-10.425664
-20.887425,	10.461651,	-10.425774
-20.887646,	10.461761,	-10.425885
-20.887867,	10.461871,	-10.425995
-20.888088,	10.461982,	-10.426106
-20.888308,	10.462092,	-10.426217
-20.888529,	10.462202,	-10.426327
-20.888750,	10.462313,	-10.426438
-20.888971,	10.462423,	-10.426548
-20.889192,	10.462533,	-10.426659
-20.889413,	10.462644,	-10.426769
-20.889634,	10.462754,	-10.426880
-20.889854,	10.462864,	-10.426990
-20.890075,	10.462975,	-10.427101
-20.890296,	10.463085,	-10.427211
-20.890517,	10.463195,	-10.427322
-20.890738,	10.463306,	-10.427432
-20.890959,	10.463416,	-10.427543
-20.891180,	10.463526,	-10.427653
-20.891400,	10.463637,	-10.427764
-20.891621,	10.463747,	-10.427874
-20.891842,	10.463857,	-10.427985
-20.892063,	10.463968,	-10.428095
-20.892284,	10.464078,	-10.428206
-20.892505,	10.464188,	-10.428316
-20.892726,	10.464299,	-10.428427
-20.892946,	10.464409,	-10.428537
-20.893167,	10.464519,	-10.428648
-20.893388,	10.464630,	-10.428759
-20.893609,	10.464740,	-10.428869
-20.893830,	10.464850,	-10.428980
-20.894051,	10.464961,	-10.429090
-20.894272,	10.465071,	-10.429201
-20.894492,	10.465181,	-10.429311
-20.894713,	10.465292,	-10.429422
-20.894934,	10.465402,	-10.429532
-20.895155,	10.465512,	-10.429643
-20.895376,	10.465623,	-10.429753
-20.895597,	10.465733,	-10.429864
-20.895818,	10.465843,	-10.429974
-20.896038,	10.465954,	-10.430085
-20.896259,	10.466064,	-10.430195
-20.896480,	10.466174,	-10.430306
-20.896701,	10.466285,	-10.430416
-20.896922,	10.466395,	-10.430527
-20.897143,	10.466505,	-10.430637
-20.897364,	10.466616,	-10.430748
-20.897584,	10.466726,	-10.430858
-20.897805,	10.466836,	-10.430969
-20.898026,	10.466947,	-10.431080
-20.898247,	10.467057,	-10.431190
-20.898468,	10.467167,	-10.431301
-20.898689,	10.467278,	-10.431411
-20.898910,	10.467388,	-10.431522
-20.899130,	10.467498,	-10.431632
-20.899351,	10.467609,	-10.431743
-20.899572,	10.467719,	-10.431853
-20.899793,	10.467829,	-10.431964
-20.900014,	10.467940,	-10.432074
-20.900235,	10.468050,	-10.432185
-20.900456,	10.468160,	-10.432295
-20.900677,	10.468271,	-10.432406
-20.900897,	10.468381,	-10.432516
-20.901118,	10.468491,	-10.432627
-20.901339,	10.468602,	-10.432737
-20.901560,	10.468712,	-10.432848
-20.901781,	10.468822,	-10.432958
-20.902002,	10.468933,	-10.433069
-20.902223,	10.469043,	-10.433179
-20.902443,	10.469153,	-10.433290
-20.902664,	10.469264,	-10.433401
-20.902885,	10.469374,	-10.433511
-20.903106,	10.469484,	-10.433622
-20.903327,	10.469595,	-10.433732
-20.903548,	10.469705,	-10.433843
-20.903769,	10.469815,	-10.433953
-20.903989,	10.469926,	-10.434064
-20.904210,	10.470036,	-10.434174
-20.904431,	10.470146,	-10.434285
-20.904652,	10.470257,	-10.434395
-20.904873,	10.470367,	-10.434506
-20.905094,	10.470477,	-10.434616
-20.905315,	10.470588,	-10.434727
-20.905535,	10.470698,	-10.434837
-20.905756,	10.470808,	-10.434948
-20.905977,	10.470919,	-10.435058
-20.906198,	10.471029,	-10.435169
-20.906419,	10.471139,	-10.435279
-20.906640,	10.471250,	-10.435390
-20.906861,	10.471360,	-10.435500
-20.907081,	10.471470,	-10.435611
-20.907302,	10.471581,	-10.435722
-20.907523,	10.471691,	-10.435832
-20.907744,	10.471801,	-10.435943
-20.907965,	10.471912,	-10.436053
-20.908186,	10.472022,	-10.436164
-20.908407,	10.472132,	-10.436274
-20.908627,	10.472243,	-10.436385
-20.908848,	10.472353,	-10.436495
-20.909069,	10.472463,	-10.436606
-20.909290,	10.472574,	-10.436716
-20.909511,	10.472684,	-10.436827
-20.909732,	10.472794,	-10.436937
-20.909953,	10.472905,	-10.437048
-20.910173,	10.473015,	-10.437158
-20.910394,	10.473125,	-10.437269
-20.910615,	10.473236,	-10.437379
-20.910836,	10.473346,	-10.437490
-20.911057,	10.473456,	-10.437600
-20.911278,	10.473567,	-10.437711
-20.911499,	10.473677,	-10.437821
-20.911719,	10.473787,	-10.437932
-20.911940,	10.473898,	-10.438042
-20.912161,	10.474008,	-10.438153
-20.912382,	10.474118,	-10.438264
-20.912603,	10.474229,	-10.438374
-20.912824,	10.474339,	-10.438485
-20.913045,	10.474449,	-10.438595
-20.913265,	10.474560,	-10.438706
-20.913486,	10.474670,	-10.438816
-20.913707,	10.474780,	-10.438927
-20.913928,	10.474891,	-10.439037
-20.914149,	10.475001,	-10.439148
-20.914370,	10.475111,	-10.439258
-20.914591,	10.475222,	-10.439369
-20.914811,	10.475332,	-10.439479
-20.915032,	10.475442,	-10.439590
-20.915253,	10.475553,	-10.439700
-20.915474,	10.475663,	-10.439811
-20.915695,	10.475773,	-10.439921
-20.915916,	10.475884,	-10.440032
-20.916136,	10.475994,	-10.440142
-20.916357,	10.476104,	-10.440253
-20.916578,	10.476215,	-10.440363
-20.916799,	10.476325,	-10.440474
-20.917020,	10.476435,	-10.440585
-20.917241,	10.476546,	-10.440695
-20.917462,	10.476656,	-10.440806
-20.917682,	10.476766,	-10.440916
-20.917903,	10.476877,	-10.441027
-20.918124,	10.476987,	-10.441137
-20.918345,	10.477097,	-10.441248
-20.918566,	10.477208,	-10.441358
-20.918787,	10.477318,	-10.441469
-20.919008,	10.477428,	-10.441579
-20.919228,	10.477539,	-10.441690
-20.919449,	10.477649,	-10.441800
-20.919670,	10.477759,	-10.441911
-20.919891,	10.477870,	-10.442021
-20.920112,	10.477980,	-10.442132
-20.920333,	10.478090,	-10.442242
-20.920554,	10.478201,	-10.442353
-20.920774,	10.478311,	-10.442463
-20.920995,	10.478421,	-10.442574
-20.921216,	10.478532,	-10.442684
-20.921437,	10.478642,	-10.442795
-20.921658,	10.478752,	-10.442906
-20.921879,	10.478863,	-10.443016
-20.922100,	10.478973,	-10.443127
-20.922320,	10.479083,	-10.443237
-20.922541,	10.479194,	-10.443348
-20.922762,	10.479304,	-10.443458
-20.922983,	10.479414,	-10.443569
-20.923204,	10.479525,	-10.443679
-20.923425,	10.479635,	-10.443790
-20.923646,	10.479745,	-10.443900
-20.923866,	10.479856,	-10.444011
-20.924087,	10.479966,	-10.444121
-20.924308,	10.480076,	-10.444232
-20.924529,	10.480187,	-10.444342
-20.924750,	10.480297,	-10.444453
-20.924971,	10.480407,	-10.444563
-20.925192,	10.480518,	-10.444674
-20.925412,	10.480628,	-10.444784
-20.925633,	10.480738,	-10.444895
-20.925854,	10.480849,	-10.445005
-20.926075,	10.480959,	-10.445116
-20.926296,	10.481069,	-10.445227
-20.926517,	10.481180,	-10.445337
-20.926738,	10.481290,	-10.445448
-20.926958,	10.481400,	-10.445558
-20.927179,	10.481511,	-10.445669
-20.927400,	10.481621,	-10.445779
-20.927621,	10.481731,	-10.445890
-20.927842,	10.481842,	-10.446000
-20.928063,	10.481952,	-10.446111
-20.928283,	10.482062,	-10.446221
-20.928504,	10.482173,	-10.446332
-20.928725,	10.482283,	-10.446442
-20.928946,	10.482393,	-10.446553
-20.929167,	10.482504,	-10.446663
-20.929388,	10.482614,	-10.446774
-20.929609,	10.482724,	-10.446884
-20.929829,	10.482835,	-10.446995
-20.930050,	10.482945,	-10.447105
-20.930271,	10.483055,	-10.447216
-20.930492,	10.483166,	-10.447326
-20.930713,	10.483276,	-10.447437
-20.930934,	10.483386,	-10.447548
-20.931155,	10.483497,	-10.447658
-20.931375,	10.483607,	-10.447769
-20.931596,	10.483717,	-10.447879
-20.931817,	10.483828,	-10.447990
-20.932038,	10.483938,	-10.448100
-20.932259,	10.484048,	-10.448211
-20.932480,	10.484159,	-10.448321
-20.932701,	10.484269,	-10.448432
-20.932921,	10.484379,	-10.448542
-20.933142,	10.484490,	-10.448653
-20.933363,	10.484600,	-10.448763
-20.933584,	10.484710,	-10.448874
-20.933805,	10.484821,	-10.448984
-20.934026,	10.484931,	-10.449095
-20.934247,	10.485041,	-10.449205
-20.934467,	10.485151,	-10.449316
-20.934688,	10.485262,	-10.449426
-20.934909,	10.485372,	-10.449537
-20.935130,	10.485482,	-10.449647
-20.935351,	10.485593,	-10.449758
-20.935572,	10.485703,	-10.449868
-20.935792,	10.485813,	-10.449979
-20.936013,	10.485924,	-10.450090
-20.936234,	10.486034,	-10.450200
-20.936455,	10.486144,	-10.450311
-20.936676,	10.486255,	-10.450421
-20.936897,	10.486365,	-10.450532
-20.937118,	10.486475,	-10.450642
-20.937338,	10.486586,	-10.450753
-20.937559,	10.486696,	-10.450863
-20.937780,	10.486806,	-10.450974
-20.938001,	10.486917,	-10.451084
-20.938222,	10.487027,	-10.451195
-20.938443,	10.487137,	-10.451305
-20.938664,	10.487248,	-10.451416
-20.938884,	10.487358,	-10.451526
-20.939105,	10.487468,	-10.451637
-20.939326,	10.487579,	-10.451747
-20.939547,	10.487689,	-10.451858
-20.939768,	10.487799,	-10.451968
-20.939989,	10.487910,	-10.452079
-20.940210,	10.488020,	-10.452189
-20.940430,	10.488130,	-10.452300
-20.940651,	10.488241,	-10.452411
-20.940872,	10.488351,	-10.452521
-20.941093,	10.488461,	-10.452632
-20.941314,	10.488572,	-10.452742
-20.941535,	10.488682,	-10.452853
-20.941755,	10.488792,	-10.452963
-20.941976,	10.488903,	-10.453074
-20.942197,	10.489013,	-10.453184
-20.942418,	10.489123,	-10.453295
-20.942639,	10.489234,	-10.453405
-20.942860,	10.489344,	-10.453516
-20.943081,	10.489454,	-10.453626
-20.943301,	10.489565,	-10.453737
-20.943522,	10.489675,	-10.453847
-20.943743,	10.489785,	-10.453958
-20.943964,	10.489896,	-10.454068
-20.944185,	10.490006,	-10.454179
-20.944406,	10.490116,	-10.454289
-20.944627,	10.490227,	-10.454400
-20.944847,	10.490337,	-10.454510
-20.945068,	10.490447,	-10.454621
-20.945289,	10.490558,	-10.454732
-20.945510,	10.490668,	-10.454842
-20.945731,	10.490778,	-10.454953
-20.945952,	10.490889,	-10.455063
-20.946172,	10.490999,	-10.455174
-20.946393,	10.491109,	-10.455284
-20.946614,	10.491219,	-10.455395
-20.946835,	10.491330,	-10.455505
-20.947056,	10.491440,	-10.455616
-20.947277,	10.491550,	-10.455726
-20.947498,	10.491661,	-10.455837
-20.947718,	10.491771,	-10.455947
-20.947939,	10.491881,	-10.456058
-20.948160,	10.491992,	-10.456168
-20.948381,	10.492102,	-10.456279
-20.948602,	10.492212,	-10.456389
-20.948823,	10.492323,	-10.456500
-20.949043,	10.492433,	-10.456610
-20.949264,	10.492543,	-10.456721
-20.949485,	10.492654,	-10.456831
-20.949706,	10.492764,	-10.456942
-20.949927,	10.492874,	-10.457053
-20.950148,	10.492985,	-10.457163
-20.950369,	10.493095,	-10.457274
-20.950589,	10.493205,	-10.457384
-20.950810,	10.493316,	-10.457495
-20.951031,	10.493426,	-10.457605
-20.951252,	10.493536,	-10.457716
-20.951473,	10.493647,	-10.457826
-20.951694,	10.493757,	-10.457937
-20.951915,	10.493867,	-10.458047
-20.952135,	10.493978,	-10.458158
-20.952356,	10.494088,	-10.458268
-20.952577,	10.494198,	-10.458379
-20.952798,	10.494309,	-10.458489
-20.953019,	10.494419,	-10.458600
-20.953240,	10.494529,	-10.458710
-20.953460,	10.494640,	-10.458821
-20.953681,	10.494750,	-10.458931
-20.953902,	10.494860,	-10.459042
-20.954123,	10.494971,	-10.459152
-20.954344,	10.495081,	-10.459263
-20.954565,	10.495191,	-10.459373
-20.954786,	10.495302,	-10.459484
-20.955006,	10.495412,	-10.459595
-20.955227,	10.495522,	-10.459705
-20.955448,	10.495632,	-10.459816
-20.955669,	10.495743,	-10.459926
-20.955890,	10.495853,	-10.460037
-20.956111,	10.495963,	-10.460147
-20.956331,	10.496074,	-10.460258
-20.956552,	10.496184,	-10.460368
-20.956773,	10.496294,	-10.460479
-20.956994,	10.496405,	-10.460589
-20.957215,	10.496515,	-10.460700
-20.957436,	10.496625,	-10.460810
-20.957657,	10.496736,	-10.460921
-20.957877,	10.496846,	-10.461031
-20.958098,	10.496956,	-10.461142
-20.958319,	10.497067,	-10.461252
-20.958540,	10.497177,	-10.461363
-20.958761,	10.497287,	-10.461473
-20.958982,	10.497398,	-10.461584
-20.959202,	10.497508,	-10.461694
-20.959423,	10.497618,	-10.461805
-20.959644,	10.497729,	-10.461916
-20.959865,	10.497839,	-10.462026
-20.960086,	10.497949,	-10.462137
-20.960307,	10.498060,	-10.462247
-20.960528,	10.498170,	-10.462358
-20.960748,	10.498280,	-10.462468
-20.960969,	10.498391,	-10.462579
-20.961190,	10.498501,	-10.462689
-20.961411,	10.498611,	-10.462800
-20.961632,	10.498722,	-10.462910
-20.961853,	10.498832,	-10.463021
-20.962073,	10.498942,	-10.463131
-20.962294,	10.499052,	-10.463242
-20.962515,	10.499163,	-10.463352
-20.962736,	10.499273,	-10.463463
-20.962957,	10.499383,	-10.463573
-20.963178,	10.499494,	-10.463684
-20.963399,	10.499604,	-10.463794
-20.963619,	10.499714,	-10.463905
-20.963840,	10.499825,	-10.464015
-20.964061,	10.499935,	-10.464126
-20.964282,	10.500045,	-10.464237
-20.964503,	10.500156,	-10.464347
-20.964724,	10.500266,	-10.464458
-20.964944,	10.500376,	-10.464568
-20.965165,	10.500487,	-10.464679
-20.965386,	10.500597,	-10.464789
-20.965607,	10.500707,	-10.464900
-20.965828,	10.500818,	-10.465010
-20.966049,	10.500928,	-10.465121
-20.966269,	10.501038,	-10.465231
-20.966490,	10.501149,	-10.465342
-20.966711,	10.501259,	-10.465452
-20.966932,	10.501369,	-10.465563
-20.967153,	10.501480,	-10.465673
-20.967374,	10.501590,	-10.465784
-20.967595,	10.501700,	-10.465894
-20.967815,	10.501810,	-10.466005
-20.968036,	10.501921,	-10.466115
-20.968257,	10.502031,	-10.466226
-20.968478,	10.502141,	-10.466336
-20.968699,	10.502252,	-10.466447
-20.968920,	10.502362,	-10.466558
-20.969140,	10.502472,	-10.466668
-20.969361,	10.502583,	-10.466779
-20.969582,	10.502693,	-10.466889
-20.969803,	10.502803,	-10.467000
-20.970024,	10.502914,	-10.467110
-20.970245,	10.503024,	-10.467221
-20.970465,	10.503134,	-10.467331
-20.970686,	10.503245,	-10.467442
-20.970907,	10.503355,	-10.467552
-20.971128,	10.503465,	-10.467663
-20.971349,	10.503576,	-10.467773
-20.971570,	10.503686,	-10.467884
-20.971791,	10.503796,	-10.467994
-20.972011,	10.503907,	-10.468105
-20.972232,	10.504017,	-10.468215
-20.972453,	10.504127,	-10.468326
-20.972674,	10.504238,	-10.468436
-20.972895,	10.504348,	-10.468547
-20.973116,	10.504458,	-10.468657
-20.973336,	10.504568,	-10.468768
-20.973557,	10.504679,	-10.468879
-20.973778,	10.504789,	-10.468989
-20.973999,	10.504899,	-10.469100
-20.974220,	10.505010,	-10.469210
-20.974441,	10.505120,	-10.469321
-20.974661,	10.505230,	-10.469431
-20.974882,	10.505341,	-10.469542
-20.975103,	10.505451,	-10.469652
-20.975324,	10.505561,	-10.469763
-20.975545,	10.505672,	-10.469873
-20.975766,	10.505782,	-10.469984
-20.975987,	10.505892,	-10.470094
-20.976207,	10.506003,	-10.470205
-20.976428,	10.506113,	-10.470315
-20.976649,	10.506223,	-10.470426
-20.976870,	10.506334,	-10.470536
-20.977091,	10.506444,	-10.470647
-20.977312,	10.506554,	-10.470757
-20.977532,	10.506664,	-10.470868
-20.977753,	10.506775,	-10.470978
-20.977974,	10.506885,	-10.471089
-20.978195,	10.506995,	-10.471199
-20.978416,	10.507106,	-10.471310
-20.978637,	10.507216,	-10.471421
-20.978857,	10.507326,	-10.471531
-20.979078,	10.507437,	-10.471642
-20.979299,	10.507547,	-10.471752
-20.979520,	10.507657,	-10.471863
-20.979741,	10.507768,	-10.471973
-20.979962,	10.507878,	-10.472084
-20.980182,	10.507988,	-10.472194
-20.980403,	10.508099,	-10.472305
-20.980624,	10.508209,	-10.472415
-20.980845,	10.508319,	-10.472526
-20.981066,	10.508430,	-10.472636
-20.981287,	10.508540,	-10.472747
-20.981508,	10.508650,	-10.472857
-20.981728,	10.508760,	-10.472968
-20.981949,	10.508871,	-10.473078
-20.982170,	10.508981,	-10.473189
-20.982391,	10.509091,	-10.473299
-20.982612,	10.509202,	-10.473410
-20.982833,	10.509312,	-10.473520
-20.983053,	10.509422,	-10.473631
-20.983274,	10.509533,	-10.473742
-20.983495,	10.509643,	-10.473852
-20.983716,	10.509753,	-10.473963
-20.983937,	10.509864,	-10.474073
-20.984158,	10.509974,	-10.474184
-20.984378,	10.510084,	-10.474294
-20.984599,	10.510195,	-10.474405
-20.984820,	10.510305,	-10.474515
-20.985041,	10.510415,	-10.474626
-20.985262,	10.510526,	-10.474736
-20.985483,	10.510636,	-10.474847
-20.985703,	10.510746,	-10.474957
-20.985924,	10.510856,	-10.475068
-20.986145,	10.510967,	-10.475178
-20.986366,	10.511077,	-10.475289
-20.986587,	10.511187,	-10.475399
-20.986808,	10.511298,	-10.475510
-20.987028,	10.511408,	-10.475620
-20.987249,	10.511518,	-10.475731
-20.987470,	10.511629,	-10.475841
-20.987691,	10.511739,	-10.475952
-20.987912,	10.511849,	-10.476063
-20.988133,	10.511960,	-10.476173
-20.988353,	10.512070,	-10.476284
-20.988574,	10.512180,	-10.476394
-20.988795,	10.512291,	-10.476505
-20.989016,	10.512401,	-10.476615
-20.989237,	10.512511,	-10.476726
-20.989458,	10.512621,	-10.476836
-20.989678,	10.512732,	-10.476947
-20.989899,	10.512842,	-10.477057
-20.990120,	10.512952,	-10.477168
-20.990341,	10.513063,	-10.477278
-20.990562,	10.513173,	-10.477389
-20.990783,	10.513283,	-10.477499
-20.991003,	10.513394,	-10.477610
-20.991224,	10.513504,	-10.477720
-20.991445,	10.513614,	-10.477831
-20.991666,	10.513725,	-10.477941
-20.991887,	10.513835,	-10.478052
-20.992108,	10.513945,	-10.478162
-20.992328,	10.514055,	-10.478273
-20.992549,	10.514166,	-10.478384
-20.992770,	10.514276,	-10.478494
-20.992991,	10.514386,	-10.478605
-20.993212,	10.514497,	-10.478715
-20.993433,	10.514607,	-10.478826
-20.993653,	10.514717,	-10.478936
-20.993874,	10.514828,	-10.479047
-20.994095,	10.514938,	-10.479157
-20.994316,	10.515048,	-10.479268
-20.994537,	10.515159,	-10.479378
-20.994758,	10.515269,	-10.479489
-20.994978,	10.515379,	-10.479599
-20.995199,	10.515490,	-10.479710
-20.995420,	10.515600,	-10.479820
-20.995641,	10.515710,	-10.479931
-20.995862,	10.515820,	-10.480041
-20.996083,	10.515931,	-10.480152
-20.996303,	10.516041,	-10.480262
-20.996524,	10.516151,	-10.480373
-20.996745,	10.516262,	-10.480483
-20.996966,	10.516372,	-10.480594
-20.997187,	10.516482,	-10.480704
-20.997408,	10.516593,	-10.480815
-20.997628,	10.516703,	-10.480926
-20.997849,	10.516813,	-10.481036
-20.998070,	10.516924,	-10.481147
-20.998291,	10.517034,	-10.481257
-20.998512,	10.517144,	-10.481368
-20.998733,	10.517254,	-10.481478
-20.998953,	10.517365,	-10.481589
-20.999174,	10.517475,	-10.481699
-20.999395,	10.517585,	-10.481810
-20.999616,	10.517696,	-10.481920
-20.999837,	10.517806,	-10.482031
-21.000058,	10.517916,	-10.482141
-21.000278,	10.518027,	-10.482252
-21.000499,	10.518137,	-10.482362
-21.000720,	10.518247,	-10.482473
-21.000941,	10.518358,	-10.482583
-21.001162,	10.518468,	-10.482694
-21.001383,	10.518578,	-10.482804
-21.001603,	10.518688,	-10.482915
-21.001824,	10.518799,	-10.483025
-21.002045,	10.518909,	-10.483136
-21.002266,	10.519019,	-10.483247
-21.002487,	10.519130,	-10.483357
-21.002708,	10.519240,	-10.483468
-21.002928,	10.519350,	-10.483578
-21.003149,	10.519461,	-10.483689
-21.003370,	10.519571,	-10.483799
-21.003591,	10.519681,	-10.483910
-21.003812,	10.519791,	-10.484020
-21.004033,	10.519902,	-10.484131
-21.004253,	10.520012,	-10.484241
-21.004474,	10.520122,	-10.484352
-21.004695,	10.520233,	-10.484462
-21.004916,	10.520343,	-10.484573
-21.005137,	10.520453,	-10.484683
-21.005357,	10.520564,	-10.484794
-21.005578,	10.520674,	-10.484904
-21.005799,	10.520784,	-10.485015
-21.006020,	10.520895,	-10.485125
-21.006241,	10.521005,	-10.485236
-21.006462,	10.521115,	-10.485346
-21.006682,	10.521225,	-10.485457
-21.006903,	10.521336,	-10.485568
-21.007124,	10.521446,	-10.485678
-21.007345,	10.521556,	-10.485789
-21.007566,	10.521667,	-10.485899
-21.007787,	10.521777,	-10.486010
-21.008007,	10.521887,	-10.486120
-21.008228,	10.521998,	-10.486231
-21.008449,	10.522108,	-10.486341
-21.008670,	10.522218,	-10.486452
-21.008891,	10.522328,	-10.486562
-21.009112,	10.522439,	-10.486673
-21.009332,	10.522549,	-10.486783
-21.009553,	10.522659,	-10.486894
-21.009774,	10.522770,	-10.487004
-21.009995,	10.522880,	-10.487115
-21.010216,	10.522990,	-10.487225
-21.010436,	10.523101,	-10.487336
-21.010657,	10.523211,	-10.487446
-21.010878,	10.523321,	-10.487557
-21.011099,	10.523432,	-10.487667
-21.011320,	10.523542,	-10.487778
-21.011541,	10.523652,	-10.487889
-21.011761,	10.523762,	-10.487999
-21.011982,	10.523873,	-10.488110
-21.012203,	10.523983,	-10.488220
-21.012424,	10.524093,	-10.488331
-21.012645,	10.524204,	-10.488441
-21.012866,	10.524314,	-10.488552
-21.013086,	10.524424,	-10.488662
-21.013307,	10.524535,	-10.488773
-21.013528,	10.524645,	-10.488883
-21.013749,	10.524755,	-10.488994
-21.013970,	10.524865,	-10.489104
-21.014191,	10.524976,	-10.489215
-21.014411,	10.525086,	-10.489325
-21.014632,	10.525196,	-10.489436
-21.014853,	10.525307,	-10.489546
-21.015074,	10.525417,	-10.489657
-21.015295,	10.525527,	-10.489767
-21.015515,	10.525638,	-10.489878
-21.015736,	10.525748,	-10.489988
-21.015957,	10.525858,	-10.490099
-21.016178,	10.525968,	-10.490210
-21.016399,	10.526079,	-10.490320
-21.016620,	10.526189,	-10.490431
-21.016840,	10.526299,	-10.490541
-21.017061,	10.526410,	-10.490652
-21.017282,	10.526520,	-10.490762
-21.017503,	10.526630,	-10.490873
-21.017724,	10.526741,	-10.490983
-21.017945,	10.526851,	-10.491094
-21.018165,	10.526961,	-10.491204
-21.018386,	10.527071,	-10.491315
-21.018607,	10.527182,	-10.491425
-21.018828,	10.527292,	-10.491536
-21.019049,	10.527402,	-10.491646
-21.019269,	10.527513,	-10.491757
-21.019490,	10.527623,	-10.491867
-21.019711,	10.527733,	-10.491978
-21.019932,	10.527843,	-10.492088
-21.020153,	10.527954,	-10.492199
-21.020374,	10.528064,	-10.492309
-21.020594,	10.528174,	-10.492420
-21.020815,	10.528285,	-10.492530
-21.021036,	10.528395,	-10.492641
-21.021257,	10.528505,	-10.492752
-21.021478,	10.528616,	-10.492862
-21.021698,	10.528726,	-10.492973
-21.021919,	10.528836,	-10.493083
-21.022140,	10.528946,	-10.493194
-21.022361,	10.529057,	-10.493304
-21.022582,	10.529167,	-10.493415
-21.022803,	10.529277,	-10.493525
-21.023023,	10.529388,	-10.493636
-21.023244,	10.529498,	-10.493746
-21.023465,	10.529608,	-10.493857
-21.023686,	10.529719,	-10.493967
-21.023907,	10.529829,	-10.494078
-21.024127,	10.529939,	-10.494188
-21.024348,	10.530049,	-10.494299
-21.024569,	10.530160,	-10.494409
-21.024790,	10.530270,	-10.494520
-21.025011,	10.530380,	-10.494630
-21.025232,	10.530491,	-10.494741
-21.025452,	10.530601,	-10.494851
-21.025673,	10.530711,	-10.494962
-21.025894,	10.530821,	-10.495073
-21.026115,	10.530932,	-10.495183
-21.026336,	10.531042,	-10.495294
-21.026556,	10.531152,	-10.495404
-21.026777,	10.531263,	-10.495515
-21.026998,	10.531373,	-10.495625
-21.027219,	10.531483,	-10.495736
-21.027440,	10.531594,	-10.495846
-21.027661,	10.531704,	-10.495957
-21.027881,	10.531814,	-10.496067
-21.028102,	10.531924,	-10.496178
-21.028323,	10.532035,	-10.496288
-21.028544,	10.532145,	-10.496399
-21.028765,	10.532255,	-10.496509
-21.028985,	10.532366,	-10.496620
-21.029206,	10.532476,	-10.496730
-21.029427,	10.532586,	-10.496841
-21.029648,	10.532696,	-10.496951
-21.029869,	10.532807,	-10.497062
-21.030090,	10.532917,	-10.497172
-21.030310,	10.533027,	-10.497283
-21.030531,	10.533138,	-10.497394
-21.030752,	10.533248,	-10.497504
-21.030973,	10.533358,	-10.497615
-21.031194,	10.533469,	-10.497725
-21.031414,	10.533579,	-10.497836
-21.031635,	10.533689,	-10.497946
-21.031856,	10.533799,	-10.498057
-21.032077,	10.533910,	-10.498167
-21.032298,	10.534020,	-10.498278
-21.032519,	10.534130,	-10.498388
-21.032739,	10.534241,	-10.498499
-21.032960,	10.534351,	-10.498609
-21.033181,	10.534461,	-10.498720
-21.033402,	10.534571,	-10.498830
-21.033623,	10.534682,	-10.498941
-21.033843,	10.534792,	-10.499051
-21.034064,	10.534902,	-10.499162
-21.034285,	10.535013,	-10.499272
-21.034506,	10.535123,	-10.499383
-21.034727,	10.535233,	-10.499493
-21.034947,	10.535343,	-10.499604
-21.035168,	10.535454,	-10.499715
-21.035389,	10.535564,	-10.499825
-21.035610,	10.535674,	-10.499936
-21.035831,	10.535785,	-10.500046
-21.036052,	10.535895,	-10.500157
-21.036272,	10.536005,	-10.500267
-21.036493,	10.536115,	-10.500378
-21.036714,	10.536226,	-10.500488
-21.036935,	10.536336,	-10.500599
-21.037156,	10.536446,	-10.500709
-21.037376,	10.536557,	-10.500820
-21.037597,	10.536667,	-10.500930
-21.037818,	10.536777,	-10.501041
-21.038039,	10.536888,	-10.501151
-21.038260,	10.536998,	-10.501262
